taxid,name,n,gc_mean,gc_stdev,length_mean,length_stdev
3750,Malus domestica,31,38.10664193548387,2.19225220184999,694774903.2258065,222729727.50778088
10224,Saccoglossus kowalevskii,1,38.1,,775840000,
332952,Aspergillus flavus NRRL3357,2,48.116150000000005,0.1185818072049865,36923850,101469.82310026957
9614,Canis latrans,1,41.1857,,2344470000,
9447,Lemur catta,4,41.068825000000004,0.3966117192334759,2232895000,77722422.54759347
9612,Canis lupus,4,36.645825,9.364658017025144,2147080000,469397789.0162387
8030,Salmo salar,15,40.86222,6.790022761922715,2493272378.133333,700459156.36543
59729,Taeniopygia guttata,15,41.71707333333333,0.295971896510141,1105656066.5333333,256051254.95072237
34765,Oikopleura dioica,3,40.52676666666667,0.48197444261426736,59964766.666666664,13205389.507444805
70448,Ostreococcus tauri,7,59.18548571428571,0.15733610974144283,16421828.57142857,3492444.423663883
370354,Entamoeba dispar SAW760,1,24.1,,30633200,
370355,Entamoeba invadens IP1,1,30.3,,40878300,
3218,Physcomitrium patens,2,33.8307,0.0827314933988292,474901000,3988082.245892128
3760,Prunus persica,10,37.56154,0.2202510950912374,224911000,21500382.52372889
4547,Saccharum officinarum,1,44.5812,,6804890000,
7176,Culex quinquefasciatus,3,34.9716,2.7222967656006936,453080666.6666667,213157899.270314
6565,Crassostrea virginica,1,34.819,,684741000,
9555,Papio anubis,3,40.5097,0.7893055745400517,1946088613.3333333,1678099718.0344703
4550,Secale cereale,4,46.33825,0.4222015040238514,4460037500,3230310437.1290693
4113,Solanum tuberosum,42,35.32610238095238,0.8833631793206911,839892895.2380953,274802506.7392119
29760,Vitis vinifera,20,35.20909,2.857433547581134,490156050,121351443.70987538
130081,Galdieria sulphuraria,12,38.925,1.3039276332401553,14253716.666666666,860785.894436361
6763,Callinectes sapidus,2,34.3846,7.190710279242239,993184500,6804488.555358147
436017,Ostreococcus lucimarinus CCE9901,7,60.03472857142857,0.7056787624084245,11479884.285714285,1510318.9560691824
88036,Selaginella moellendorffii,1,45.3,,212315000,
3068,Volvox carteri f. nagariensis,1,55.3,,137684000,
556484,Phaeodactylum tricornutum CCAP 1055/1,1,48.8432,,27450700,
573826,Candida dubliniensis CD36,1,33.2489,,14618400,
353151,Cryptosporidium hominis TU502,1,30.9,,8743570,
4097,Nicotiana tabacum,4,37.683175,2.7901707503006574,4005395000,452755828.7127106
5061,Aspergillus niger,99,44.3399797979798,9.856856606847593,35733340.4040404,1013418.0931955782
7797,Squalus acanthias,1,46.0699,,3713490000,
44056,Aureococcus anophagefferens,5,69.55930000000001,1.2289229471370424,60425979.8,9073789.39707883
3983,Manihot esculenta,10,35.47127,3.493959162468846,873999800,405897817.82167786
9483,Callithrix jacchus,12,40.7388,0.9182771675064332,2483439847.5,872027386.94856
6500,Aplysia californica,1,41.9999,,927310000,
483514,Schizosaccharomyces octosporus yFS286,1,37.9,,11634500,
402676,Schizosaccharomyces japonicus yFS275,1,44.1,,11733200,
684364,Batrachochytrium dendrobatidis JAM81,1,39.4,,23810900,
13249,Rhodnius prolixus,1,37.1,,706824000,
7029,Acyrthosiphon pisum,2,29.567700000000002,2.07564124549499,537670500,5687259.841083402
7425,Nasonia vitripennis,2,38.291799999999995,4.032347130394403,296545500,1081166.2684342312
30611,Otolemur garnettii,1,41.5,,2519720000,
336722,Zymoseptoria tritici IPO323,1,52.1368,,39686300,
321614,Parastagonospora nodorum SN15,2,50.35755,0.020293964620049322,37117250,136825.16215959695
4529,Oryza rufipogon,66,43.18645,0.47587728937033913,37383256.54545455,117593523.26441644
4538,Oryza glaberrima,1,42.871,,347454000,
43179,Ictidomys tridecemlineatus,4,39.5049,1.5899065087817779,2337342500,282648433.1432484
37347,Tupaia belangeri,1,41.4,,2137230000,
61853,Nomascus leucogenys,6,40.8721,0.2366714515948218,2991770000,88876982.39701886
37862,Heterorhabditis bacteriophora,3,37.15383333333333,5.073720930769974,55897120,44826124.24737611
4522,Lolium perenne,2,45.30325,1.4096173682953805,1379134500,1269476582.4388018
665079,Sclerotinia sclerotiorum 1980 UF-70,2,41.7063,0.221748686580102,38682900,316359.5739028614
334819,Fusarium verticillioides 7600,1,48.6857,,41844900,
81972,Arabidopsis lyrata subsp. lyrata,1,37.5991,,206823000,
332648,Botrytis cinerea B05.10,1,42.0028,,42630100,
4155,Erythranthe guttata,1,36.3144,,322167000,
81985,Capsella rubella,1,35.9,,133064000,
344612,Aspergillus clavatus NRRL 1,1,49.2,,27859400,
331117,Aspergillus fischeri NRRL 181,1,49.4,,31377500,
564608,Micromonas pusilla CCMP1545,2,66.80000000000001,1.5556349186104066,20164150,2537311.2629316887
3981,Hevea brasiliensis,6,34.84386666666667,1.1885968124922202,1471968333.3333333,225941440.5917309
3649,Carica papaya,4,36.95375,1.4022959756532625,269801862.5,174739529.48949176
121224,Pediculus humanus corporis,1,27.9,,110781000,
6945,Ixodes scapularis,5,43.964240000000004,4.676506590180324,2334566000,499822442.15321106
510516,Aspergillus oryzae RIB40,2,48.2776,0.03167838379715384,37488150,599414.4184118364
8090,Oryzias latipes,33,40.816975757575754,0.32933115935018803,749531969.6969697,35805227.85457178
3641,Theobroma cacao,9,34.27092222222222,0.3919691243509412,376577222.2222222,25992662.13654239
59463,Myotis lucifugus,1,42.7,,2034580000,
3988,Ricinus communis,2,32.77375,0.38501964235607467,333121000,24750151.555091538
392613,Ascosphaera apis ARSEF 7405,2,47.2,0.282842712474618,20917600,854892.0984545359
486041,Laccaria bicolor S238N-H82,1,47.1,,64877399,
763407,Phycomyces blakesleeanus NRRL 1555(-),1,35.9,,53939200,
38727,Panicum virgatum,1,46.8007,,1130000000,
147425,Solanum bulbocastanum,3,34.321266666666666,0.44858729733835817,672606333.3333334,58640137.56236707
3916,Vigna radiata var. radiata,2,33.19915,1.6958541933196962,459272500,6173749.306539746
6204,Taenia solium,3,34.3,7.6544104933038435,120209000,8372191.290217872
7038,Bemisia tabaci,15,39.399786666666664,0.6479598376736757,625774066.6666666,29982889.540695105
7868,Callorhinchus milii,2,42.6999,0.14127993488106952,983017500,12046978.23107521
554065,Chlorella variabilis,1,65.5,,46159500,
15368,Brachypodium distachyon,5,45.83148,0.5513140547818479,239491400,30672870.29770771
3077,Chlorella vulgaris,6,54.70981666666667,11.637905864272433,40962400,4070825.423424591
425265,Malassezia globosa CBS 7966,1,52.1,,8955000,
76775,Malassezia restricta,7,55.752271428571426,0.13040749868886115,7240257.142857143,66821.97011818935
45151,Pyrenophora tritici-repentis,64,50.820524999999996,0.11692415531120195,35496817.1875,2305395.9212051677
660027,Fusarium oxysporum Fo47,2,47.705,0.0070710678118640685,50011700,490873.5274997013
28377,Anolis carolinensis,3,40.328199999999995,0.19791258171223033,1816336666.6666667,29794161.061075933
431895,Monosiga brevicollis MX1,1,54.3258,,41709900,
420245,Leishmania braziliensis MHOM/BR/75/M2904,3,57.918733333333336,0.16559955716526836,32652333,756911.3277438778
436907,Vanderwaltozyma polyspora DSM 70294,1,33.0,,14674600,
441959,Talaromyces stipitatus ATCC 10500,1,46.1,,35685400,
37727,Talaromyces marneffei,6,45.9135,2.0645439806407606,27983033.333333332,476516.8524477038
33616,Gymnogyps californianus,1,42.1666,,1240250000,
7656,Paracentrotus lividus,2,33.8,0.848528137423854,466479120,651948039.9076822
670580,Postia placenta MAD-698-R-SB12,1,53.5,,42452900,
413071,Trichoderma virens Gv29-8,1,49.2,,39022700,
63577,Trichoderma atroviride,8,49.3629,0.5443894299383218,36494412.5,582123.4833103957
8078,Fundulus heteroclitus,2,40.98805,0.29974256454497983,1112705000,128417662.53128889
132908,Pteropus vampyrus,1,40.5,,2198280000,
7426,Nasonia giraulti,2,42.55,2.4748737341529163,271324000,17370785.186628725
7427,Nasonia longicornis,1,44.1,,285726000,
27828,Cooperia oncophora,1,45.0,,503682000,
595528,Capsaspora owczarzaki ATCC 30864,1,53.7,,27967800,
7200,Lutzomyia longipalpis,2,35.690799999999996,0.2958534772484503,151033500,4519119.438563225
232323,Hypsibius dujardini,2,46.099999999999994,1.1313708498984771,217345500,49766882.366690405
9739,Tursiops truncatus,7,41.02205714285714,0.6420116480177562,2721150000,932113401.738222
51031,Necator americanus,2,40.697649999999996,0.8518515392954306,239266000,6800953.021452214
9978,Ochotona princeps,5,44.42752,1.1193904644939578,2599466000,498597951.8409597
10020,Dipodomys ordii,1,42.6,,2236370000,
9541,Macaca fascicularis,12,40.82805,0.580556757071879,2790464166.6666665,219106348.95818943
30608,Microcebus murinus,3,41.54743333333334,0.18455287408581184,2393150000,82143875.608593
9557,Papio hamadryas,2,40.25,0.9192388155425097,1534663300,2149147399.5623894
29172,Dictyocaulus viviparus,3,35.116166666666665,0.10384644112021135,165631666.66666666,13730999.247444933
61180,Oesophagostomum dentatum,1,42.8,,443017000,
6850,Limulus polyphemus,1,34.5,,1828270000,
37621,Priapulus caudatus,1,45.6996,,511738000,
126957,Strigamia maritima,1,35.8,,176211000,
89462,Bubalus bubalis,7,40.61725714285714,3.680405035616391,2894785714.285714,406326159.62455344
482537,Galeopterus variegatus,2,40.1,1.5556349186104066,3268555000,114402806.12817152
554155,Microsporum canis CBS 113480,1,47.5,,23263100,
559882,Trichophyton equinum CBS 127.97,1,47.3,,24158200,
647933,Trichophyton tonsurans CBS 112818,1,48.1,,22988600,
559305,Trichophyton rubrum CBS 118892,1,48.3,,22530000,
535722,Nannizzia gypsea CBS 118893,1,48.4,,23272900,
1069443,Podila verticillata NRRL 6337,1,48.8706,,41912900,
481877,Enterocytozoon bieneusi H348,1,33.7,,3860740,
113334,Melitaea cinxia,3,33.9294,0.2039789940165417,446257000,54815449.218263276
158379,Ascogregarina taiwanensis,1,49.7,,6149410,
464988,Hemiselmis andersenii,1,25.5344,,632425,
753081,Bigelowiella natans CCMP2755,1,44.9,,91405900,
498257,Verticillium dahliae VdLs.17,2,54.7956,1.1375933895729193,34937100,1466256.621468425
1689686,Blumeria graminis f. sp. triticale,1,43.6634,,141403000,
441375,Cryptosporidium muris RN66,1,28.5,,9245250,
51029,Heterodera glycines,5,37.13412,0.5063593901568318,129956200,29522319.712380327
554373,Moniliophthora perniciosa FA553,1,47.7,,26663300,
936046,Agaricus bisporus var. bisporus H97,1,46.5,,30233700,
79200,Daucus carota subsp. sativus,1,34.9665,,441120000,
15945,Zea luxurians,1,42.5,,5596590000,
29001,Alternaria brassicicola,4,51.724999999999994,1.717313793884701,32581850,2484117.0510532176
121845,Diaphorina citri,5,38.087579999999996,0.23632085604110464,368354800,125401979.10798697
27335,Verticillium albo-atrum,2,56.45,0.07071067811865575,36821700,499500.23023017717
660469,Cryphonectria parasitica EP155,1,50.8,,43870400,
663331,Trichophyton benhamiae CBS 112371,2,48.7,0.0,22224200,0.0
7368,Haematobia irritans,1,17.2,,1143540000,
30538,Vicugna pacos,2,41.45,0.49497474683058024,1063392855,1492670093.2338338
9358,Choloepus hoffmanni,1,40.0,,3286010000,
5322,Pleurotus ostreatus,7,50.877385714285715,0.2984418057654988,42990957.14285714,16405683.70929794
655819,Beauveria bassiana ARSEF 2860,1,51.5,,33697800,
118266,Beauveria brongniartii,14,52.56428571428572,0.2560262692565935,31405571.285714287,849197.8018495254
180498,Jatropha curcas,4,34.1503,1.1787622152071218,287229750,25558293.466439944
578459,Rhodotorula graminis WP1,1,67.5,,21014000,
