taxid,name,n,gc_mean,gc_stdev,length_mean,length_stdev
154761,Miscanthus floridulus,1,45.2869,,2684450000,
670355,Prunella fulvescens,1,39.8,,1044260000,
55710,Cerastoderma edule,3,35.7826,0.16887365099387389,816936333.3333334,53940552.280573964
499914,Rhopilema esculentum,1,36.3,,256690000,
34573,Nautilus pompilius,1,36.6,,729019000,
321803,Nemopilema nomurai,1,38.4,,213621000,
1883078,Dentipellis sp. KUC8613,1,53.7,,36706800,
74410,Bipolaris cookei,1,49.7,,36169200,
4803,Lagenidium giganteum,2,32.65,9.121677477306465,98567050,39165159.68568238
1579977,Auricularia heimuer,1,56.9,,49761800,
2018661,Diploscapter pachys,1,37.9,,157720000,
129350,Phytophthora colocasiae,2,51.0,0.1414213562373115,117864100,35850172.38480172
28711,Uria lomvia,1,41.5,,1179360000,
39325,Kingdonia uniflora,1,38.0,,1004560000,
36245,Alcedo atthis,1,42.1,,1023370000,
337451,Cinnamomum micranthum f. kanehirae,1,38.2,,730416000,
10157,Myocastor coypus,1,41.7,,2903180000,
987935,Euproctis similis,2,36.581500000000005,0.026162950903901576,500902500,9540991.798550086
66656,Durio zibethinus,1,32.7,,715230000,
84963,Eimeria falciformis,1,47.5827,,43671300,
41688,Lomentospora prolificans,4,33.096075,12.25890730404495,37046625,412465.50865900697
1076256,Armillaria solidipes,2,48.349999999999994,0.07071067811865575,56872400,1608102.2417744463
47427,Armillaria gallica,4,47.425,0.05000000000000071,84494050,3591373.231787529
63787,Kalanchoe fedtschenkoi,1,34.5,,256351000,
109027,Laupala kohalensis,1,34.9,,1595210000,
3089,Scenedesmus quadricauda,1,63.2,,65353899,
1213859,Colletotrichum fructicola Nara gc5,1,53.1822,,59598000,
946125,Diplocarpon rosae,5,47.14,2.4501020386914503,40385360,15946497.80117879
108428,Neoscytalidium dimidiatum,2,54.24615,0.07615540033378702,43223650,757947.7587538603
387937,Cutaneotrichosporon arboriforme,1,60.6,,19894500,
181174,Cutaneotrichosporon daszewskae,1,61.0,,17225800,
181175,Prillingera fragicola,1,58.2,,20263700,
1078942,Cutaneotrichosporon cyanovorans,1,58.0,,19941800,
1157962,Chlamydomonas eustigma,1,43.7,,66629499,
105296,Apodemus speciosus,1,24.2,,3494290000,
197673,Metschnikowia kipukae,2,45.150000000000006,0.07071067811865575,11204500,64629.55980045044
508918,Ramichloridium luteum,1,54.7,,28140600,
5079,Penicillium janthinellum,4,50.6,0.24494897427831838,34557425,2129818.0241122325
1807681,[Candida] ipomoeae,4,43.525,0.05000000000000071,19085100,48608.29833132062
473035,Metschnikowia colocasiae,3,47.06666666666667,0.1154700538379268,14934866.666666666,300916.970829718
1807687,Metschnikowia sp. 04-226.1,1,44.1,,16107600,
1323754,Metschnikowia cubensis,2,43.5,0.0,20913450,21566.7568261897
353899,Metschnikowia shivogae,3,49.86666666666667,0.1154700538379268,10770566.666666666,84593.40005776653
1807684,Metschnikowia sp. 01-655c1,1,43.2,,20972900,
1699426,Metschnikowia bowlesiae,4,48.575,0.09574271077563518,17231800,481070.70166452666
301367,Metschnikowia kamakouana,2,44.099999999999994,0.9899494936611656,16015700,184979.13395840084
27323,Metschnikowia hawaiiensis,3,44.46666666666667,0.1154700538379268,18607733.333333332,154606.73767120673
73520,Metschnikowia hibisci,3,42.1,0.1999999999999993,11461100,127809.19372251748
1506548,Metschnikowia drakensbergensis,2,48.150000000000006,0.07071067811865575,11976300,19516.14716074871
1150643,Metschnikowia proteae,3,48.56666666666666,0.20816659994661224,12489100,209245.95575542195
1807689,Metschnikowia sp. M2Y3,1,47.9,,11550600,
353897,Metschnikowia aberdeeniae,3,48.56666666666667,0.1154700538379268,10634566.666666666,62403.95286625146
390697,Metschnikowia cerradonensis,3,42.86666666666667,0.1154700538379268,20650466.666666668,666321.7340994764
1807683,Metschnikowia sp. 00-154.1,1,42.7,,21049500,
1697387,Metschnikowia matae var. maris,1,41.2,,21569300,
197674,Metschnikowia santaceciliae,2,43.3,0.0,20871050,24536.6053071732
174643,Metschnikowia dekortorum,4,48.7,0.08164965809277086,16452600,179214.5641403064
301368,Metschnikowia mauinuiana,2,43.8,0.0,17436400,79620.22356160525
473037,Metschnikowia similis,3,48.7,0.09999999999999787,17333300,328107.619539687
1807685,Metschnikowia sp. 03-147.1,1,48.9,,15024800,
301365,Metschnikowia hamakuensis,3,43.86666666666667,0.1154700538379268,18914166.666666668,147288.84320726173
150206,Metschnikowia arizonensis,2,41.6,0.0,16317500,11737.972567696688
73517,Metschnikowia continentalis,3,42.33333333333333,0.0577350269189634,22374133.333333332,127128.64875130756
73518,Metschnikowia borealis,3,43.1,0.1732050807568861,20772133.333333332,356752.9864392635
135832,Metschnikowia lochheadii,3,42.06666666666667,0.15275252316519683,20397200,623234.5625845859
1337648,Saccharomyces sp. M14,1,39.0,,22766700,
1807686,Metschnikowia sp. 04-218.3,1,42.1,,18216600,
1807688,Metschnikowia sp. 13-106.1,1,43.0,,20855200,
290292,Penicillium occitanis (nom. inval.),2,46.849999999999994,0.07071067811865575,36348200,136754.4514814783
47426,Armillaria cepistipes,1,47.6,,75519600,
106626,Rhizophora apiculata,3,34.840666666666664,0.2952309830172522,231509333.33333334,897062.056567623
1187130,Saxicola maurus maurus,1,39.6,,1020370000,
91214,Juglans cinerea,1,36.6,,539433000,
16719,Juglans nigra,2,35.60145,1.1334214595639207,576381000,62771283.1794922
35658,Mastomys coucha,1,42.0731,,2507180000,
30520,Bos frontalis,2,41.150000000000006,1.3435028842544392,2898885000,146463027.5871696
1913189,Enteromius trimaculatus,1,35.2,,714608000,
62625,Varroa jacobsoni,1,41.0,,364329000,
189913,Leptidea sinapis,7,33.932985714285714,1.5590904618062547,668506285.7142857,15730019.927030033
1967635,Helotiales sp. F229,1,39.2,,85086500,
53486,Saccharomycopsis fermentans,3,34.53333333333334,0.28867513459481287,14256400,180136.05968822568
135583,Octomys mimax,1,41.2,,2591290000,
1447875,Helicocarpus griseus UAMH5409,1,48.0,,32035100,
1447883,Polytolypa hystricis UAMH7299,1,45.6,,34692000,
394691,Sebastes fasciatus,1,40.8,,796284000,
36247,Gyps fulvus,1,40.6,,1223560000,
1305767,Saccharomycopsis fodiens,3,51.2,0.09999999999999787,14910766.666666666,44476.3232892888
249398,Fusarium commune,4,47.725,0.2629955639676587,51030400,8476442.832934108
8628,Laticauda colubrina,2,36.6,1.4142135623730951,2031755000,9991418.818165917
1559511,Smutsia gigantea,1,40.7,,2426880000,
1248972,Hycleus phaleratus,1,31.8,,90869800,
1245227,Primulina eburnea,1,37.0936,,812379000,
1223490,Athetis lepigone,1,36.9796,,612164000,
10060,Ondatra zibethicus,1,41.6,,2562750000,
8630,Laticauda laticaudata,1,40.1,,1558710000,
94643,Besnoitia besnoiti,1,56.9893,,58845900,
2004952,Ophiocordyceps camponoti-rufipedis,1,56.1,,21899800,
2004951,Cordyceps sp. RAO-2017,1,60.1,,32302100,
1399860,Ophiocordyceps australis,3,50.8,3.900000000000002,25301733.333333332,4443940.326257018
1202976,Sparassis latifolia,3,48.26676666666667,5.514009735513109,42954833.333333336,4605447.89714674
483139,Cystoisospora suis,1,27.1,,83637500,
5467,Colletotrichum truncatum,5,49.72,1.1584472366059668,54517460,6079421.043405367
115415,Phoronis australis,1,38.5,,498444000,
2020480,Nectria sp. B-13,1,50.8,,62835200,
1983282,Holacanthella duospinosa,1,32.5,,327567000,
1931378,Pereskia humboldtii,1,35.2,,414047000,
154437,Pachycereus pringlei,1,34.5,,629656000,
153875,Lophocereus schottii,1,35.9,,797926000,
171973,Stenocereus thurberi,1,35.9,,853348000,
113644,Calanus glacialis,1,37.4,,3941110,
743301,Xylaria striata,1,44.1,,59791000,
760013,Apophysomyces variabilis,1,41.0,,39322300,
656916,Aspergillus arachidicola,2,48.0,0.1414213562373115,39330650,613415.13267933
7241,Drosophila subobscura,9,44.687622222222224,0.585978862199349,101255667.77777778,55937830.97403666
328473,Colletotrichum sansevieriae,2,46.25,6.293250352560277,74885100,33493951.16853191
97446,Viola pubescens var. scabriuscula,1,37.7,,318366000,
39843,Ichthyophonus hoferi,1,31.4,,88079100,
429701,Handroanthus impetiginosus,1,31.9,,503289000,
766057,Microcyclosporella mali,1,52.7,,27977500,
1873265,Mycosphaerelloides madeirae,1,52.5,,33743400,
1629917,Zasmidium citrigriseum,1,51.0,,44999900,
1194242,Zasmidium angulare,1,51.9,,37899100,
766055,Microcyclospora pomicola,1,52.9,,23500100,
591936,Piliocolobus tephrosceles,1,41.1182,,2993040000,
2036197,Raffaelea sp. RL272,1,56.3,,35973000,
44383,Ambrosiella xylebori,1,46.3,,27201900,
490887,Dryadomyces sulphureus,1,57.0,,23976200,
95322,Fragosphaeria purpurea,1,54.0,,34748400,
1974180,Talaromyces adpressus,1,46.2,,36107700,
483707,Harringtonia lauricola,3,54.93333333333333,0.3214550253664298,34891200,442983.0245054544
553390,Ceratocystiopsis brevicomis,1,56.5,,20737800,
45342,Raffaelea arxii,1,50.2,,36823500,
45346,Raffaelea ambrosiae,1,55.3,,40783800,
45341,Raffaelea albimanens,1,53.3,,39037700,
1243767,Hypoxylon pulicicidum,3,45.9,1.2124355652982166,41130566.666666664,2107550.3323368896
215448,Prototheca stagnorum,1,71.4,,16896200,
1156444,Phellinus lamaoensis,1,42.3,,30687400,
108901,Porodaedalea pini,1,49.3,,53346900,
73499,Lecanicillium psalliotae,1,52.7,,36134100,
2011161,Plectus sambesii,1,42.5,,186673000,
91930,Coniochaeta hoffmannii,2,55.8,0.0,31732099.5,1326531.614399182
2037899,Gamarada debralockiae,1,46.3,,58188800,
742174,Melanaphis sacchari,1,27.0,,300272000,
2004999,Lepidotrigona ventralis hoosana,1,36.3,,333081000,
98351,Corallochytrium limacisporum,1,50.0,,24109800,
1932427,Ichthyosporea sp. XGB-2017a,1,34.2,,36668100,
749232,Abeoforma whisleri,1,31.4,,101554000,
749231,Pirum gemmata,1,41.6,,84188100,
563467,Scedosporium dehoogii,1,50.8,,41189000,
5539,Scytalidium lignicola,1,41.7,,47714900,
100870,Phytophthora litchii,1,49.2,,38200900,
5464,Colletotrichum musae,2,51.5,2.9698484809835017,54799000,8033015.876991655
2020292,Monoraphidium sp. 549,1,51.2,,74658900,
47615,Gossypioides kirkii,2,33.26765,0.006858935777511111,533388000,6608619.976969473
171736,Symphodus melops,3,41.74073333333333,0.12238305982991743,618730000,15969384.678189702
1367536,Exutisphaerella laricina CBS 326.52,1,52.5,,26520700,
2060159,Nothophaeocryptopus gaeumannii,3,52.5,0.0,35571900,57275.12549091446
48100,Alternaria solani,3,51.37456666666667,0.2047939533612578,32623599.666666668,312730.890703706
2020962,Malassezia vespertilionis,2,56.61815,0.025667976157069634,7588400,9616.652224137046
266420,Aristolochia contorta,1,39.4083,,210541000,
183418,Apis laboriosa,1,32.1988,,226079000,
46147,Portulaca oleracea,1,37.8117,,1134780000,
28841,Moniezia expansa,1,37.3,,142226000,
209166,Ompok bimaculatus,1,38.8,,718109000,
1469280,Tagiades litigiosa,1,34.8,,272162000,
37081,Spheniscus magellanicus,4,40.05,0.8999999999999986,1222450000,25186667.107817184
227909,Taxillus chinensis,1,40.2024,,521908000,
226012,Vitis cinerea,1,33.6,,497850000,
9240,Spheniscus humboldti,6,41.704750000000004,1.9123847350886274,1233131666.6666667,66768062.2503504
156760,Spheniscus mendiculus,2,40.5,1.2727922061357835,1254295000,62854721.77967221
2793302,Otocyon megalotis megalotis,1,41.3,,2374660000,
765133,Dendrolimus kikuchii,1,36.9042,,705516000,
126418,Forsythia suspensa,3,33.663266666666665,0.031811999832350134,737515666.6666666,41476.90120215508
108405,Sterna hirundo,2,43.13465,0.09241885630108493,1202705000,38558532.778102435
42258,Zygosaccharomyces mellis,4,38.775,0.09574271077563146,11935842.5,4718722.5147376135
27294,Kazachstania unispora,3,32.266666666666666,0.05773502691895929,12115900,127735.31226720354
154765,Cenchrus purpureus,2,46.98395,0.02269812767608803,1992885000,35517973.619000286
249018,Saccopteryx leptura,2,41.83855,0.054517932829483876,2553885000,31982439.713067543
1836949,Manis culionensis,1,42.3,,1612180000,
1496684,Manis crassicaudata,2,40.7,0.14142135623730648,2137190000,18186786.412118003
1492673,Primulina huaijiensis,1,35.8881,,469801000,
9728,Delphinus delphis,2,41.717200000000005,0.29260078605499473,2611300000,73850232.22712302
1143185,Torulaspora quercuum,2,41.33015,0.04263853890555244,10250300,161078.92475429553
372482,Phrynosoma blainvillii,2,41.25,0.07071067811865073,2089340000,171091556.77589703
290404,Eupeodes corollae,2,33.9169,0.02390020920410487,626770000,30300939.787405934
261450,Coptis chinensis,1,37.3362,,935660000,
157728,Saccostrea glomerata,1,31.6,,788101000,
348901,Cercospora zeina,2,47.95,0.07071067811865575,42006300,256821.18292695406
2065263,Procambarus virginalis,2,28.9,10.606601717798213,3495660000,290182480.8633354
1758121,Limosa lapponica baueri,1,42.3,,1034770000,
191078,Saccostrea echinata,1,36.5,,923106000,
42839,Anopheles aquasalis,2,48.3001,0.14127993488106952,169766000,9647764.922509255
2059436,Byssochlamys sp. BYSS01,1,49.3,,29074600,
879823,Pleurotus tuoliensis,5,49.62,1.1454256850621078,43985420,2602637.2714998145
1392255,Aspergillus novofumigatus IBT 16806,1,49.1,,32440100,
1392248,Aspergillus campestris IBT 28561,1,51.2,,28257500,
41067,Aspergillus candidus,1,51.9,,27317800,
1392250,Aspergillus steynii IBT 23096,1,49.1,,37848000,
451385,Acridotheres javanicus,1,39.9,,1051579999,
132580,Verticillium nubilum,1,53.7,,37911600,
1051615,Verticillium klebahnii,1,57.6,,36082400,
1051617,Verticillium zaregamsianum,1,57.5,,37131900,
1051614,Verticillium isaacii,1,57.5,,35690900,
482145,Aspergillus taichungensis,1,51.4,,27121700,
622444,Peronospora belbahrii,4,43.875,4.253136097830243,39210599.75,13585935.076291224
9228,Psittacula krameri,1,38.1,,1417810000,
1676925,Paramormyrops kingsleyae,2,44.05,0.49497474683058024,830729000,44276198.21077686
117534,Eulimnadia texana,1,39.3,,120536000,
200324,Puccinia coronata f. sp. avenae,2,44.75,0.07071067811865073,158374000,11180772.424121689
165298,Cissus quadrangularis,1,27.3,,281704000,
127563,Chrysochromulina parva,1,35.6,,65764799,
105785,Cryptotermes secundus,1,41.3,,1018930000,
103352,Vitis rupestris,1,31.0,,607127000,
588727,Kazachstania sinensis,1,46.2,,11763900,
47790,Tetrabaena socialis,1,47.7,,135780000,
78185,Ceratina australensis,1,33.2,,219302000,
75699,Salix arbutifolia,3,33.42483333333333,2.299247142725928,332981333.3333333,7904962.386585615
197672,Metschnikowia hawaiiana,3,48.13333333333333,0.0577350269189634,11849700,59109.136349637185
150224,Metschnikowia orientalis,3,49.3,0.09999999999999787,12575133.333333334,87024.15373523223
135833,Metschnikowia drosophilae,3,52.766666666666666,0.15275252316519297,10526266.666666666,34030.32960953116
45599,Metschnikowia torresii,2,51.3,0.14142135623730648,10885150,69791.43930311225
1769792,Metschnikowia sp. AWRI3582,1,45.8,,13870000,
1504575,Saccharomycopsis sp. UWO(PS) 91-127.1,1,44.1,,12192200,
163118,Coryphaenoides rupestris,1,45.2,,838180000,
1246581,Paramicrosporidium saccamoebae,1,47.4181,,7191470,
90897,Cicer echinospermum,1,32.3,,733064000,
90898,Cicer reticulatum,2,32.2094,0.9766558861748593,656072500,338235336.3924296
38772,Gopherus agassizii,1,43.0,,2184970000,
3079,Chlorella sp.,1,63.9,,44185700,
575411,Prototheca cutis,2,60.650000000000006,0.6363961030678917,19708950,452619.0506375091
189622,Babesia ovata,1,49.3,,14453400,
45235,Tolypocladium capitatum,1,59.4,,22985100,
156563,Cyanistes caeruleus,3,40.8,2.3643180835073765,1192016666.6666667,8594186.019241923
79805,Solenodon paradoxus,1,40.0,,2109880000,
57919,Geum urbanum,2,39.8378,0.1948786288950105,844881500,650521975.2356564
1654605,Lachancea quebecensis,2,46.7,0.0,10332750,146158.97167125938
136180,Acartia tonsa,1,31.6,,989164000,
38457,Monilinia fructigena,4,41.875,0.20615528128088192,40030250,2115530.462240302
255361,Monilinia polystroma,1,39.2,,44633800,
61186,Monilinia laxa,3,40.166666666666664,0.3511884584284262,41819133.333333336,1007915.5189465699
1634538,Pseudonectria foliicola,2,54.3,0.0,28573600,118369.67517062805
238245,Stenocarpella maydis,1,50.9453,,54772900,
1088818,Apostasia shenzhenica,1,34.9,,348733000,
1864610,Spathaspora sp. UFMG-CM-Y285,1,33.1,,12983300,
2066500,Byssochlamys sp. AF001,1,45.9,,35878100,
3476,Parasponia andersonii,1,32.6,,475834000,
63057,Trema orientale,1,31.8,,387958000,
4796,Phytophthora palmivora,3,49.06666666666667,0.7234178138070215,109896366.66666667,54637903.53594594
94208,Tolypocladium paradoxum,1,57.9,,27610200,
2066127,Penicillium sp. CF05,1,48.3,,34938800,
1709936,Eurotiomycetes sp.,3,51.96666666666667,0.32145502536643233,29489466.666666668,8228010.263322071
5163,Ophiostoma ips,3,57.1,0.3464101615137763,25552033.333333332,768025.789497549
1332765,Glaciozyma antarctica PI12,1,59.7,,20033500,
86836,Rhodotorula kratochvilovae,8,67.475,0.07071067811865575,22046450,694496.1482974546
431200,Hawksworthiomyces lignivorus,2,51.2,0.14142135623730648,45369750,2195920.1089748233
2041911,Hexapoda sp.,1,36.1,,99041000,
1470209,Paratrypanosoma confusum,1,56.7,,27546200,
225359,Erysiphe pulchra,1,38.5,,63509600,
1071399,Brachypodium stacei,1,45.6329,,258935999,
1071398,Brachypodium hybridum,1,46.0336,,535100000,
62751,Larix sibirica,1,23.7,,12249800000,
4443,Camellia japonica,1,38.0,,2803480000,
2048672,Cladosporium sp. SL-16,1,52.6,,35856900,
670386,Heterostelium album PN500,1,32.0981,,32970200,
45357,[Candida] haemuloni,4,45.612500000000004,0.8249999999999993,13130400,360888.32991199184
1231522,[Candida] duobushaemulonis,3,46.8,0.0,12588933.333333334,26069.394571668392
1565506,Aspergillus pseudoterreus,1,52.3,,29514300,
174080,Cladonia uncialis,1,46.4,,32851500,
4090,Nicotiana glauca,2,37.900000000000006,1.8384776310850246,3367765000,204969042.66254452
418784,[Candida] pseudohaemulonii,3,47.2,0.0,12695800,102231.06181586886
357750,Cercospora berteroae,1,52.2,,33892800,
1000418,Galeopsis tetrahit,2,40.62695,6.184426618935662,736886650,981992208.92044
112526,Biomphalaria straminea,1,34.2,,1004750000,
103489,Quercus glauca,1,35.9857,,903126000,
93625,Psilocybe cyanescens,1,46.1,,47465400,
98342,Pleurotus citrinopileatus,2,49.35,0.21213203435596226,37713500,1235174.1253766613
300417,Syngnathoides biaculeatus,2,42.91915,0.027082189719444455,642381500,8266785.378851927
2015914,Pleurotus platypus,1,51.0,,39966300,
8074,Lophius piscatorius,2,40.05,0.07071067811865575,711490500,50732790.229791224
665498,Stipa capillata,1,46.0,,1003530000,
80720,Gadus macrocephalus,3,43.5381,3.4107392791006457,561495333.3333334,22176789.811271906
231916,Gymnopilus dilepis,1,49.5,,46664800,
181874,Panaeolus cyanescens,1,46.2,,44310500,
2067060,Hypocreales sp. Mo6-1,1,60.2,,25102900,
334116,Vanessa tameamea,5,32.71566,0.05577963786185638,354983200,7424113.664269964
179676,Culicoides sonorensis,2,28.3,0.0,182685000,37821727.51210605
392029,Rotaria macrura,2,32.65,0.21213203435596226,265082000,42945423.24858378
289389,Aplysina aerophoba,7,55.32072857142857,6.62791151487764,46218160.71428572,76964167.15663218
83912,Psoroptes ovis,1,28.2,,63214100,
2070412,Rutstroemia sp. NJR-2017a WRK4,1,45.6,,42311300,
2070413,Rutstroemia sp. NJR-2017a BVV2,1,45.4,,43401600,
2070414,Rutstroemia sp. NJR-2017a BBW,1,45.0,,41919200,
84702,Cervus hanglu yarkandensis,1,41.577,,2594110000,
796354,Crithidia expoeki,1,54.4,,34078000,
47662,Trametes villosa,1,59.4,,46748400,
91201,Gastrodia elata,1,34.2575,,1046140000,
279327,Apiotrichum akiyoshidainum,1,60.6,,30042600,
1440115,Paralagenidium karlingii,2,35.8,22.344574285494904,50631250,1705046.5814751221
44412,Fusarium beomiforme,1,47.9,,46521400,
1041577,Fusarium burgessii,1,47.5,,49328900,
2050978,Fusarium algeriense,2,47.55,0.07071067811865575,49422400,804404.6742778164
1079131,Ilyonectria mors-panacis,13,48.99230769230769,0.0954073587443024,64292407.307692304,878051.470070271
418126,Curvularia geniculata,2,50.650000000000006,0.07071067811865575,33258849.5,391807.1603486848
39680,Arthonia radiata,1,48.4,,33501800,
117174,Ustilago tritici,3,48.96666666666667,10.288990880224034,20362433.333333332,1691608.2801090013
29003,Cercospora nicotianae,2,52.75,0.07071067811865073,35390850,2854660.786328211
462795,Uromyces transversalis,3,41.43333333333333,1.7616280348965079,234093000,33382932.82502303
439328,Giraffa tippelskirchi,2,41.494299999999996,0.13336033893178356,2597575000,152020886.88729584
207832,Heterobasidion parviporum,1,53.0,,37757900,
2080241,Paraescarpia echinospica,1,40.8441,,1101720000,
7725,Styela clava,1,35.2997,,340490000,
2107715,Rhizopogon sp. AM-2018a,5,48.06,0.482700735445888,35723120,4827220.262946368
1977532,Sericostoma sp. HW-2014,2,32.45,0.49497474683058024,508480505,717359115.3359034
2080616,Eurotiomycetes sp. MA 6039,1,50.4,,23262500,
2080615,Eurotiomycetes sp. MA 6038,1,50.2,,24489600,
2039271,Pseudozyma sp. F8B2,1,56.5,,18464300,
2039272,Moesziomyces sp. F5C1,1,60.3,,18287800,
2039273,Moesziomyces sp. F16C1,1,60.4,,18325900,
1663500,Pezicula radicicola,1,42.5,,62713400,
490622,Trichoderma arundinaceum,4,49.075,0.665206734782503,37800800,720022.8931545626
247546,Trichoderma brevicompactum,1,49.5,,37043500,
51912,Trichothecium sympodiale,1,49.4,,34125700,
47278,Trichothecium roseum,5,52.5458,0.21008503040435828,33013019.8,1015125.2033174036
508457,Trichothecium ovalisporum,1,49.6,,32128000,
1859971,Paramyrothecium roridum,1,51.7,,45146000,
766056,Microcyclospora tardicrescens,1,52.3,,26203400,
614211,Medauroidea extradentata,1,37.1,,2593360000,
694270,Fusarium longipes,4,48.150000000000006,0.0577350269189634,35354800,85957.15987242328
1940568,Juglanconis oblonga,2,42.8,12.869343417595163,44981100,849659.5082737555
1578925,Pyricularia pennisetigena,2,47.09635,0.5605235454465737,48337900,1101813.7864448784
1955135,Juglanconis sp. DMW523,1,53.4,,42412900,
40998,Elsinoe australis,11,51.345454545454544,0.8335030130283106,25649300,1383545.8561247617
2094518,Hanseniaspora gamundiae,1,36.9,,10183200,
1577725,Conticribra weissflogii,1,39.1,,130169000,
219545,Ameiurus melas,1,40.0938,,868497000,
529116,Sardinella gibbosa,1,36.1,,812519000,
94963,Noctilio leporinus,1,40.9,,2098500000,
9419,Macrotus californicus,1,44.0,,2161580000,
124947,Cedrela odorata,1,32.3,,456554000,
1903189,Alectoria fallacina,1,37.3,,65236700,
2025994,Coniella lustricola,1,51.8,,36564500,
1890364,Planoprotostelium fungivorum,1,47.9,,38288100,
137178,Selaginella tamariscina,1,37.4,,300729000,
45847,Cordyceps tenuipes,2,53.25,0.6363961030678968,30289650,476236.41712913977
58853,Trichoderma citrinoviride,5,51.9174,1.8878330964362287,26332354,14580020.472810231
1580858,Huntiella decipiens,1,48.0,,26626600,
5490,Starmerella magnoliae,3,58.46666666666667,0.15275252316519683,10128020,290828.95866814913
166050,Zygosaccharomyces kombuchaensis,2,44.400000000000006,0.282842712474618,10090275,135799.85732687646
61284,Fusarium tricinctum,5,48.0766,0.3971621834968691,42608540,970636.8878215994
45553,Wickerhamiella galacta,2,52.45,0.9192388155425147,9248645,544097.4549196127
42149,Pseudohalonectria lignicola,1,55.8,,41649500,
36781,Magnaporthiopsis incrustans,1,57.9,,39305700,
165778,Nakataea oryzae,1,59.0,,34856700,
165777,Magnaporthiopsis rhizophila,1,55.4,,39918000,
367097,Ophioceras dolichostomum,1,56.8,,42983300,
5278,Leucosporidium scottii,1,58.7,,26750100,
559696,Paykullia maculata,1,28.4,,422395000,
2006383,Escovopsis sp. Ae724,1,53.8,,29914300,
2006384,Escovopsis sp. TC,1,51.7,,38320000,
2027527,Escovopsis sp. Ae720,1,51.4,,31556300,
2027526,Escovopsis sp. Ae733,1,54.0,,29977700,
2027528,Escovopsis sp. AC,1,56.0,,27135100,
1964301,Lecanicillium sp. MT-2017a,3,52.9,0.0,32993499.666666668,27160.81553144775
227691,Arachis monticola,1,37.4064,,2618650000,
27543,Choristoneura rosaceana,2,27.700000000000003,14.142135623730953,459211000,102803426.4895874
99658,Xanthoceras sorbifolium,2,35.03925,0.07474118677141722,487189500,24315280.88466181
210225,Nymphaea colorata,2,38.6181,0.025597265478953656,409413000,732562.6253092632
3041901,Bryopsis sp. KO-2023,1,46.1166,,91102100,
1080772,Gammarus roeselii,1,42.8,,3239430000,
7141,Choristoneura fumiferana,1,38.1026,,575343000,
587579,Khaya senegalensis,1,34.5924,,247318000,
452749,Melophagus ovinus,1,27.7,,188356000,
906689,Dendrobium catenatum,1,35.2003,,1104260000,
8435,Scaphiopus holbrookii,1,40.1,,710850000,
44386,Haemaphysalis longicornis,4,47.299925,0.27076439173815636,3887582500,2336343908.2517366
86788,Ramalina intermedia,1,51.9,,26246400,
1836592,Bretziella fagacearum,1,47.1,,26782000,
300111,Temnothorax curvispinosus,1,39.4,,303539000,
1485229,Cadophora sp. DSE1049,3,47.666666666666664,1.6165807537309547,54570666.666666664,13759844.020312633
97972,Periconia macrospinosa,1,47.3,,54993000,
5046,Sarocladium strictum,2,52.0,1.131370849898472,33110550,1035133.6169789869
1526549,Thielaviopsis ethacetica,1,50.8,,29468600,
1346820,Thielaviopsis euricoi,1,49.0,,29634400,
5093,Paecilomyces niveus,1,47.1,,36018800,
1390368,Takashimella koratensis,1,54.9,,25142400,
129132,Cutaneotrichosporon dermatis,3,60.03333333333333,0.0577350269189634,28649233.333333332,9228525.701504728
593785,Eudorina sp. 2006-703-Eu-15,2,61.15,0.21213203435596226,176326500,10897222.604865884
76198,Papilio memnon,3,33.3,4.073082370883259,250599000,24518347.803226873
211102,Takashimella tepidaria (nom. inval.),1,44.7,,22370500,
82522,Cutaneotrichosporon mucoides,1,60.1,,40783500,
1938904,Colletotrichum sp. JS-367,1,47.7,,87196500,
43970,Nadsonia starkeyi-henricii,2,40.8,0.14142135623730648,14752200,150330.90168026
91225,Pterocarya stenoptera,2,35.7,1.8384776310850246,755373000,283165153.1668401
51811,Cordylochernes scorpioides,2,32.94675,4.0259124586856085,2713235000,132759298.1677743
91219,Juglans microcarpa,1,34.3,,913972000,
29151,Osmerus eperlanus,3,44.946266666666666,0.32277207644610795,424029666.6666667,83033861.05278577
473354,Borostomias antarcticus,3,45.86666666666667,0.9237604307034021,709249000,248998395.56912813
1263181,Guentherus altivela,1,42.2,,539599000,
487677,Muraenolepis marmorata,1,44.7,,416391000,
940470,Typhlichthys subterraneus,2,41.5,0.1414213562373115,555352000,294156.4209736038
1176755,Cyttopsis rosea,1,43.0,,546506000,
630652,Bregmaceros cantori,1,42.9,,1144100000,
1365887,Zygosaccharomyces pseudobailii,21,43.43333333333334,0.5642103626603601,15152433.333333334,2260068.683985806
80722,Trisopterus minutus,1,37.9,,534640999,
120398,Aphanomyces stellatus,2,52.5,0.0,62122900,10465.180361560904
164674,Empidonax traillii,1,42.4,,1123490000,
1940567,Juglanconis juglandina,1,33.7,,54310500,
129524,Cordyceps pruinosa,1,52.6,,36697000,
182846,Calonectria naviculata,1,28.1,,65719100,
585594,Cladorrhinum samala,1,50.9,,36213900,
34467,Ganoderma tsugae,1,55.9,,43261900,
1174676,Morchella septimelata,3,47.0,0.2645751311064588,50702933.333333336,1021035.1871181196
61424,Furculomyces boomerangus,1,31.7,,28123000,
133385,Smittium simulii,1,26.4,,43896600,
