taxid,n,gc_mean,gc_stdev,length_mean,length_stdev
8010,5,42.1861,0.12619338334476832,870279200,140336932.52383706
10023,1,41.2,,2850080000,
575412,1,40.2,,7178400000,
240163,2,42.56175,0.033728993462597584,611628000,22558120.53341324
13397,5,44.26556,2.059422386981359,3693449000,2135672054.7066677
82600,3,35.9314,2.538668525034333,607599000,185065115.64581802
644223,2,41.1716,0.056144278426211655,9339570,174216.96874874158
72004,4,41.71,0.7656100356360699,2581770000,203069278.3263879
76203,1,33.0,,296268000,
47767,1,38.1,,600003000,
212740,1,44.3717,,3249940000,
931006,88,52.75568181818182,0.39995918025783334,33615462.375,799549.7522451874
4570,1,46.151,,9351420000,
70782,1,35.4,,442825000,
70778,1,36.2,,416422000,
92683,1,40.3,,1275040000,
9690,2,41.66985,0.04263853890555244,2442395000,87872159.69805226
8765,1,38.1,,1232530000,
117778,1,36.4,,438048000,
221976,1,42.0,,1045980000,
748366,1,37.9953,,1583240000,
159855,2,37.7743,1.943553698769347,454032500,47094018.733805254
37003,2,39.545950000000005,1.4791966755641406,667308000,18876922.630556073
93504,1,37.5,,435188000,
376895,1,43.0,,605129000,
8959,1,39.1,,1229980000,
9662,2,42.49305,0.009828784258492713,2715710000,32498627.663333725
3040969,1,38.2,,3464700000,
326594,2,30.299999999999997,0.141421356237309,275106000,1487752.667616496
6398,2,40.7444,0.06279108216936478,1021711000,49269786.29951626
8081,2,39.9099,0.5256631811340753,714665500,23980112.270379387
38626,8,41.9125,3.7084604044574294,1654299596.25,1770625267.3967652
282391,2,35.746,0.06505382386916149,412052000,11926062.971492311
914238,1,42.9,,52477100,
124389,1,35.6,,371728000,
248454,1,39.3871,,1023620000,
271217,2,38.66785,0.07502402948389118,702930500,3790799.453941081
38038,1,43.9,,49411300,
914237,1,42.3,,55639100,
4233,1,37.9475,,21621100000,
38596,1,35.7,,433754000,
6432,1,39.5485,,1193830000,
1290454,1,37.9,,33966600,
240162,2,40.1937,1.2638826606928388,628474500,12973288.114429587
72446,2,35.25,1.7677669529663689,1125930000,150118769.64590403
183838,1,39.2687,,639427000,
43963,1,37.2,,41295900,
9644,2,40.599999999999994,2.4041630560342604,1212097696.5,1713068430.0147185
13658,2,37.55,0.3535533905932738,340939000,25700503.069006257
206143,4,39.648575,0.9715950335230539,489602000,93915999.26885018
329116,1,36.5,,1235010000,
857340,1,55.1726,,28590500,
252295,1,36.8761,,399040000,
10047,4,41.96815,0.3795493248577842,2599972500,84911392.78683397
290523,2,40.7,0.14142135623730648,753639000,40371554.56506474
366904,1,40.4,,555101000,
47602,2,34.93355,0.026375082938254534,1445105000,4249711.754931151
47600,2,34.251,0.04454772721475418,1198040000,6646803.743153547
34278,1,36.9103,,1903580000,
28971,1,34.3,,209010000,
43700,1,41.5001,,684144000,
47622,1,35.8644,,1605310000,
143948,7,29.75702857142857,2.0772527865061625,377099385.71428573,125808501.45959173
27405,2,36.599999999999994,2.5455844122715723,1682640000,31635957.390286136
134920,5,43.22378,3.03897802591595,452966200,26268378.113237217
7938,2,42.36945,1.9366947629918356,1194568500,308951216.1563699
356809,2,37.49875,0.001767766952964761,888845500,14544479.382226096
135765,1,41.0,,675976000,
324346,1,45.9,,250253000,
74381,2,50.055800000000005,0.06250823945689082,572700000,86860997.00095549
1380851,1,33.6,,543903000,
1884721,1,37.4,,1900850000,
6728,1,44.0552,,2735360000,
1435191,1,32.7,,917622000,
118624,1,37.2,,576901000,
39848,2,41.8832,2.4279218438821286,880458300,1209140857.8564286
91625,2,41.95,0.07071067811865575,21945450,155917.04525163374
28526,3,34.5638,0.9765302453073339,789114000,118915680.24444884
62890,4,34.875,0.8770214744615248,898442750,118091102.35851811
8127,1,37.7,,1047170000,
6723,1,41.4,,3336740000,
1432307,1,41.9,,39450100,
101297,1,39.0,,2049320000,
348688,1,25.4,,1143920000,
259920,3,41.50776666666667,0.6216839738430879,2887900000,70823920.39417191
1156758,1,43.5,,427535000,
160818,1,40.7,,778669000,
1449960,1,27.3842,,547984000,
7386,1,33.2272,,560735000,
59264,1,37.6,,284817000,
59527,1,42.3,,2697260000,
9929,1,39.0,,3127760000,
1263415,1,46.0,,37130600,
273372,9,38.06666666666667,0.05000000000000071,14980533.333333334,4530893.309271363
48723,2,43.85,4.030508652763323,1848425000,230976430.07458574
290576,2,37.45,0.21213203435596728,98289050,1241184.5330167469
315377,1,41.5,,2459270000,
1415580,2,44.03385,0.047871129086330746,4192130000,698352799.235458
379532,1,43.2,,2798150000,
946362,2,53.85,2.333452377915605,55444600,6081.118318204309
385388,1,34.5189,,2889510000,
396994,1,33.3634,,297343000,
58934,1,44.4,,603989000,
1003336,1,49.9,,27235000,
5657,1,55.0,,24962900,
5718,1,58.2,,30844800,
59798,1,56.2,,33783200,
77214,1,39.2,,1837750000,
9413,2,40.55,0.3535533905932738,2178440000,625803643.4857183
112521,1,47.5,,1425270000,
85433,1,36.9168,,168943000,
1147741,1,56.6,,1480830,
64939,2,39.4042,0.43020376567389274,220105000,28958851.116713867
101012,1,38.4,,206415000,
60188,1,38.2,,203686000,
101013,1,38.1,,214184000,
56409,4,37.325,0.14999999999999858,11425875,329972.23494308325
5082,38,48.09003947368421,0.24289954273150677,28361176.315789472,1320340.4817706211
192259,1,40.6,,43357800,
90735,1,38.3,,1425960000,
9551,2,40.45,0.7778174593052033,1385249850,1943313494.5957754
7650,1,30.7,,568912000,
56258,2,41.8,0.282842712474618,1172165000,46859966.3892325
369639,1,37.2775,,886586000,
195658,1,42.5,,450194000,
140446,1,41.6497,,1144030000,
127582,2,41.85,0.3535533905932738,3096270000,10663170.260293137
73337,2,41.13005,0.09892423868800108,2667225000,286880292.1951942
1277687,1,65.0,,23305400,
124943,2,37.71225,7.760850476912955,271580500,14315376.785121655
62297,1,59.5,,32320000,
1353255,1,41.9,,34468200,
1353983,1,44.8,,37117100,
40285,1,59.6,,31398600,
181123,5,33.28,2.8314307337457496,883847200,428565018.0651706
1400770,1,45.0,,36682100,
1202554,1,56.0,,25465500,
65357,8,43.125,0.1035098339013546,33908862.375,2153236.6804907536
42384,2,49.3926,0.15188653659886814,73084650,17052516.42441666
6313,3,40.63333333333333,4.707794954470014,186776633,157180688.09657237
2803181,1,59.6694,,35953500,
40284,1,59.2021,,31269100,
264951,32,46.2490875,1.070141172402486,30544181.21875,1100680.0838501193
1417757,1,47.4,,30856400,
79858,1,49.6,,30534700,
1140117,1,48.2,,60742700,
58128,1,48.5,,35635600,
1367541,1,49.1,,43513400,
111012,2,51.55,2.1920310216782983,34418100,5666188.059004042
70928,1,41.0,,2586970000,
5075,5,47.800000000000004,0.22360679774997896,36397920,598381.4393846119
84754,1,60.9,,17921700,
1382522,1,45.7,,11371200,
647221,3,20.3613,2.8072086830159257,19354900,2688946.7305991766
60175,30,48.46666666666667,0.07111590022187696,31428880,834196.780886488
38873,1,34.4209,,807608000,
68879,8,48.8,0.11952286093343767,27189875,364571.04637799045
1439351,1,49.0,,25936600,
1439349,1,48.1,,34874600,
162951,1,40.9,,657025000,
158046,1,47.0,,27513400,
3075,4,62.070075,1.8979906978609438,24743149.75,5369994.146995592
59586,54,51.61851851851852,0.5359083539202737,44199822.222222224,3164296.5832340475
1266766,1,51.9,,36078400,
1266714,2,51.849999999999994,0.07071067811865575,40114700,2148614.665313443
1266767,1,52.3,,35701400,
1442076,1,52.1,,34434400,
47180,1,40.8,,2340870000,
129105,1,42.6223,,146801000,
1266715,2,50.75,0.6363961030678968,40661400,1877651.3467627582
61819,2,40.59325,1.1409167914444958,903067000,82256317.6418687
1196096,1,40.2078,,728619000,
3076,12,59.036925,13.226410758858409,56422750,6005069.679180932
9802,3,40.989333333333335,0.07956942461356206,2467013333.3333335,37694655.23563431
1365824,1,58.1,,17325400,
87280,1,47.1,,34812400,
70415,1,44.0,,111838000,
376710,2,34.1203,0.7358153165027198,763126500,138507369.19203973
1388766,1,48.8,,26209300,
8832,1,41.1001,,1079840000,
80970,1,39.7242,,846393000,
573593,1,40.2,,973722000,
54180,2,40.95,0.21213203435596728,2888850000,18780756.1083147
39305,2,34.2191,0.027011479041323453,390014000,5478663.34063337
36225,1,40.7603,,3104800000,
205130,4,40.8785,0.2239183035543697,454342725,273761080.0281318
157394,1,34.4,,623742000,
188379,1,42.5,,1206500000,
9629,1,41.258,,2348300000,
161767,1,39.5241,,908956000,
228250,1,42.1061,,712451000,
1348078,2,35.807649999999995,0.2720239787224664,150139500,2168696.497899141
9798,3,41.387,0.07534421012924902,2464930000,59738914.45280873
142615,1,35.32,,1228670000,
8032,3,43.456266666666664,0.1396345706955628,2222223333.3333335,385335388.5037466
48086,1,44.1,,3123270000,
54508,1,41.8,,1085090000,
78195,1,40.4,,539279000,
66738,4,56.65,0.17320508075688815,37136475,1666322.616572193
53985,13,53.34615384615385,0.0877058019307022,80453184.61538461,5384767.648940567
56313,2,41.1,1.2727922061357835,1185005000,91732962.72333081
9218,3,42.8652,0.8375160416374129,1181973333.3333333,58384429.71660624
97097,1,41.5,,1152960000,
129364,5,53.3,0.17320508075688712,77470540,1538619.1335090045
36300,3,42.73846666666667,1.1591717100297665,1227643333.3333333,78805803.29730377
1159556,5,51.15496,2.075116619132526,34904280,4868345.0727120815
37548,1,42.2,,2716400000,
54380,3,41.905233333333335,0.612202714248581,1092579666.6666667,146588263.65140334
57412,3,41.917833333333334,0.8894591746299167,1147303333.3333333,68485579.74736969
54383,1,42.3,,1088020000,
30455,1,41.2,,1141400000,
71804,1,53.9,,20934100,
8969,5,42.1304,1.24419484004717,1113248400,244269348.22609243
328815,2,41.400000000000006,0.282842712474618,1109089999.5,51986491.25994176
57421,3,42.53946666666667,0.7281434290943855,1111603333.3333333,44216847.8448355
30419,3,44.30526666666667,1.3918686767555803,1347270000,139563366.61172944
188344,3,42.52656666666667,0.6309080308042802,1265400000,111874993.18435733
57068,3,42.168,0.49423880867451114,980354666.6666666,133741683.05107175
1173701,4,49.5,4.339738855430513,56546800,11272179.953910127
223781,2,42.35155,0.20994000333428656,1013255000,311756308.7573369
1472648,1,37.5,,726710000,
54374,1,41.3,,1087290000,
85066,1,42.0,,1091310000,
187383,1,41.2,,1167170000,
90255,1,30.5,,28120800,
4841,1,32.4,,53248100,
1357679,1,35.8,,39797200,
1357681,1,22.4,,93895400,
1357682,1,48.3,,29565400,
1357693,1,41.9,,40754300,
109633,1,47.6,,69369700,
118200,3,45.1072,0.44099378680430196,1145950000,55831561.862444796
9244,4,41.432199999999995,0.1614538943475823,1284643250,495185531.7981837
9233,1,42.0,,1254350000,
240206,3,42.0413,0.5588265115400319,1078153333,45497728.97812227
279965,1,40.8,,1118830000,
50402,1,42.0,,1219860000,
1405085,1,48.6,,30153500,
57397,1,41.4,,1070839999,
55661,3,42.0689,0.3228647239944277,1132626666.3333333,60991295.297853775
1429780,1,41.6,,9094930,
431197,2,52.736900000000006,0.05218448045156617,39148700,1867893.273182384
121530,3,42.3036,0.6118487394773311,1163973333.3333333,84396606.76433226
94827,1,41.5,,1047060000,
4091,1,39.1,,2689350000,
175836,1,42.6,,1065780000,
1043003,1,49.8,,26203300,
1043004,1,51.1,,25428600,
1043005,1,50.8,,25796700,
36090,3,37.266666666666666,1.2897028081435409,118809333.33333333,5245467.217830393
6198,2,44.0,0.282842712474623,546357000,104787568.11759685
1519565,2,45.828450000000004,0.32307708832413173,50730800,1406011.123711331
47741,1,44.3,,35593200,
170559,1,43.6,,34423100,
47801,1,40.8103,,39249600,
79588,4,43.346575,3.297529922406569,36944175,7190735.123465009
696354,6,53.33333333333333,0.12110601416389866,28684816.666666668,196551.16806233095
208452,2,39.6726,0.026162950903901576,27751500,93338.09511662427
563466,2,49.75,0.9192388155425097,43829150,554442.4271283719
1425883,1,57.3,,36060400,
229535,2,47.739549999999994,0.08548920984545282,30632650,298894.03640755365
65128,1,24.4,,68016600,
65126,1,26.3,,76963100,
89141,6,53.16666666666667,1.8029605283163206,34931666.666666664,2199988.813304892
69924,1,39.9,,4471590,
388155,1,39.8,,3663520,
52644,1,41.8,,1178410000,
688394,6,41.21501666666667,0.09464143736580878,32030983.333333332,2937126.3387308805
1437871,1,47.6,,41177900,
5418,3,56.16666666666667,0.0577350269189634,19243833.333333332,248081.44495978198
1108849,8,49.2625,0.9085899593797606,28306333.75,10823377.57703724
1379160,1,53.6,,34312900,
665115,1,48.0,,32067400,
333113,1,51.1,,27920900,
566037,1,51.1789,,8894520,
1344566,1,44.0,,36169600,
1481906,1,50.1,,36589500,
1240657,1,49.8,,28364300,
1295359,1,50.3,,35484300,
176057,1,41.1,,1053560000,
8897,1,41.6,,1118720000,
33640,1,39.7,,66879600,
1294639,1,43.2,,18104000,
102202,1,38.4,,373482000,
1294685,1,34.6,,19563000,
1328066,2,34.354200000000006,3.8950269934879795,756513500,23545948.706730846
38716,1,44.6764,,639190000,
1232584,1,38.2,,25770400,
693459,1,42.1221,,666480000,
68728,1,41.0483,,2338100000,
2856,1,45.1,,55068400,
270530,2,42.73805,0.7609176072348415,532912000,70690879.12878153
184485,1,46.9,,173751000,
55577,5,35.3855,2.3340234081945264,609740800,105164011.07413125
325335,1,41.6,,1158260000,
337641,1,39.6948,,789816000,
1010633,3,45.519733333333335,0.017089567968014117,731197666.6666666,25507334.892797668
94029,3,29.441966666666666,0.08212431633404015,1534276666.6666667,333597620.2453089
135755,1,42.2,,598295000,
358388,1,38.8,,743777000,
291819,1,38.943,,1087760000,
30461,1,41.6,,1258070000,
9049,2,42.05,0.21213203435596728,1037115000,13583521.266593577
370040,1,42.4,,747343000,
151541,4,25.475,5.867637230322496,169112253.75,195682956.66049618
109276,1,42.2,,445080000,
58220,1,42.3803,,723776000,
516951,1,43.4,,1915370000,
42267,3,29.1,9.206519429187125,807961333.3333334,505833691.7459466
422203,1,39.5,,583428000,
36097,1,26.8,,1762660000,
335060,1,41.4457,,635689000,
85299,1,34.5,,293431000,
219594,2,41.7119,0.01682914139223578,1070315000,80164695.78311889
201705,1,40.6,,775774000,
337410,1,40.8,,362878000,
28680,3,41.6186,1.3271239128280363,1132513333.3333333,67904640.73488154
280163,1,40.6,,2607010000,
192382,2,32.355199999999996,0.024748737341531775,790820500,1871711.6498007914
171651,1,42.6,,1603390000,
9495,1,40.9,,2684990000,
27915,2,39.15,2.616295090390228,615269500,60780777.59045207
218724,1,37.4,,357906000,
210166,1,40.6,,2621850000,
110799,2,36.5,1.2727922061357835,1109804000,399042984.04056674
933992,1,37.9546,,1085510000,
76194,1,34.499,,227021000,
68878,1,49.12,,184085000,
42192,2,32.3294,0.18299923497107404,1735180000,238507117.29422247
33428,2,34.4,1.4142135623730951,239431500,56333075.93678868
185883,1,40.8,,902353000,
31300,1,72.4,,24204200,
64144,3,40.28763333333333,0.15178538576994963,539864666.6666666,15421062.295877459
1501327,1,56.0,,37875000,
1355412,1,57.9,,30833000,
1131323,2,54.6,0.0,58846950,13788.582233137677
1091232,1,43.8,,10609300,
175006,1,46.3,,1020680000,
135764,1,40.8,,661424000,
135754,1,42.3,,588294000,
9904,1,41.831,,2717350000,
93132,1,32.2906,,80582100,
9160,1,42.0001,,1039970000,
740940,1,43.392,,1813740000,
6257,3,38.96666666666667,0.20816659994661624,246565333.33333334,5776131.606303074
50250,1,42.2747,,1032240000,
2740528,1,41.5159,,2441480000,
48891,4,41.372125,1.4198235932091452,1083562000,115186697.33379227
443752,2,37.3,6.222539674441621,621010500,31355235.998155076
361645,1,38.3204,,913107000,
4483,1,46.4003,,5902720000,
479712,1,48.0,,17780900,
36927,1,55.0,,26809600,
1485682,1,43.0,,5635070,
35722,2,39.45,0.49497474683058024,38838850,8586751.19733884
77151,1,41.7107,,2498550000,
9540,1,39.2,,2840310000,
54601,2,40.85,0.21213203435596226,1394891850,1957127532.6730359
114742,13,56.55384615384615,0.7954195796510852,45991246.07692308,10851525.991797194
5643,2,55.75,0.21213203435596226,32645100,1447871.8451575746
9923,2,42.3562,0.07947880220536861,2706095000,173630070.12035674
80661,3,48.63333333333333,0.5507570547286098,33823000,4118753.7301955796
581057,1,41.2,,120925000,
58530,2,46.64415,0.412879649534825,6298760000,574057569.2384868
88456,40,51.897304999999996,0.2212858552143558,43987815,1613607.4500466816
40199,13,48.19519230769231,0.22738096688721376,42084507.692307696,540822.903024546
48560,1,40.6,,2607830000,
10089,1,42.6196,,2552830000,
75126,1,40.9,,535287000,
269767,4,42.125,0.23629078131263026,45900900,1404402.5372615454
263525,1,37.8034,,713575000,
1421715,1,31.9116,,1036910000,
64680,1,40.3998,,2643750000,
4487,1,46.212,,5336420000,
396775,1,42.251,,627628000,
187382,5,40.80478,2.6579904894487507,1199970000,103602475.839142
40296,3,46.766666666666666,0.8386497083606097,29929533.333333332,1231414.6390770792
109997,2,35.778549999999996,1.101035968985572,337689000,118588878.27279589
1173061,26,41.253846153846155,0.44292732517266864,24472034.615384616,2179531.927170108
49012,6,54.99073333333333,0.1493024670481615,19869700,269987.39229823306
60698,1,39.2926,,744937000,
55363,4,37.245775,1.5044330634827194,548711297.5,395361855.3140157
69241,1,39.4858,,1216520000,
1049056,2,31.213150000000002,4.402658951701802,1208256500,376044335.98247427
36723,2,41.6729,0.03832518754031199,2042720000,569220958.8551707
340692,1,43.7749,,2628500000,
302049,1,35.9,,2683080000,
98964,2,41.35,0.4949747468305853,1041325000,4801255.044256657
9543,2,40.849999999999994,0.07071067811865575,2814360000,164543747.9821096
9121,1,43.4,,1167600000,
8953,1,41.0,,1188730000,
8846,2,41.504099999999994,0.9957477692668968,1136275000,9637865.427572643
64802,1,41.8,,1028270000,
62062,1,32.9,,2487550000,
54559,1,28.4,,1226180000,
54369,1,41.6,,1097090000,
2572212,1,38.4,,487996000,
182803,1,31.9,,3656620000,
212818,3,50.233333333333334,0.20816659994661224,30027433.333333332,653352.4725087779
569365,2,52.849999999999994,0.07071067811865575,42306550,1021981.4308489171
200642,1,30.0,,2687660000,
55588,1,35.9,,215710000,
437484,2,34.56815,2.7320484704704646,604299925,850112162.6797321
1574408,1,41.6273,,2526610000,
7153,3,31.873366666666666,1.6685436773825635,195473333.33333334,15610899.728501664
292559,1,51.0,,38054500,
196907,1,49.7,,25946300,
101121,1,45.8,,29570900,
6336,2,33.85,0.3535533905932738,54525300,10025784.207731582
6335,2,33.55,0.07071067811865575,49320800,2948069.592122954
57865,2,41.232200000000006,0.04553767670841304,792618000,158001596.04257166
45882,1,33.8,,51504800,
441995,1,35.9502,,497400000,
302418,1,40.9,,2186560000,
268475,1,32.9,,50795100,
268474,1,32.7,,46844500,
178893,1,41.3,,1134320000,
144512,2,33.79795,0.13852221843444087,56869950,11106172.658706509
1209556,1,37.7239,,438102000,
76195,1,30.2,,320391000,
245875,1,42.0,,547831000,
1410327,1,44.2,,31003000,
409849,3,39.59223333333333,0.8851446002396064,717760000,30208151.00266814
1365757,1,40.2,,679761000,
1561998,2,37.935100000000006,0.2332038164353225,80448100,1593394.420725766
170927,3,34.9682,0.11416531872683644,373031666.6666667,63477955.467495434
1580861,1,47.8,,25429600,
52586,7,39.122614285714285,0.5801981053300436,57601585.71428572,12619995.889781235
348802,32,51.621875,0.5884558113703047,32324021.875,2298898.405721451
1354746,1,38.5,,2290530,
1242752,1,36.5,,541153000,
109905,2,42.584500000000006,0.02192031021678213,622937500,30081029.57845692
8227,2,39.262950000000004,0.7961315249379298,771830500,19215626.77874443
569362,2,48.05,0.07071067811865575,36588550,21283.91411371508
356909,1,42.0001,,1033730000,
356906,1,41.9,,1047400000,
158451,2,43.802,0.002828427124749647,439267500,61957403.27434648
100367,1,54.8,,28556500,
337380,1,38.2,,303446000,
64838,1,39.4,,153632000,
180788,1,48.2,,21705100,
315946,2,50.05,1.2020815280171278,42034000,3031083.9282342545
1200839,1,52.3,,40060500,
1424426,1,43.1,,40250400,
54687,1,43.1,,51994200,
2315456,1,52.2143,,50406400,
357446,7,48.542857142857144,0.2370453040886402,27979528.57142857,2481526.208951718
105487,2,49.27475,0.10571246378738616,43776650,1342583.645438898
29902,2,53.9,0.1414213562373115,28633850,24819.448019647818
1238232,1,33.3,,1104240000,
1140371,1,38.9,,627238000,
303304,3,41.56666666666667,0.7767453465154021,1147116666.6666667,9184466.959673453
543559,1,40.8,,2201960000,
51906,1,41.1,,1175320000,
469796,1,42.0004,,2652570000,
467030,1,42.2,,1161920000,
435138,1,39.4,,629956000,
387810,1,40.9,,1185840000,
367368,1,43.1,,2044280000,
366056,1,34.4,,566934000,
34829,1,40.8,,2130210000,
34827,2,41.05,0.3535533905932738,2459010000,343427621.4866824
251359,1,42.9,,1986700000,
176015,2,41.0,0.4242640687119245,1160000000,13364318.164425747
83281,1,40.8,,2207920000,
59818,5,39.44,7.904618902894685,94664240,7202579.016088612
54600,1,41.0,,2821710000,
130454,3,37.289033333333336,0.6356703889071222,1380546666.6666667,50358892.29652826
1537989,1,50.6,,33379500,
907947,3,58.53333333333334,0.28867513459481287,37169333.333333336,3971272.6100499993
1573607,1,56.4,,39089700,
53269,1,50.4,,61726200,
185366,2,53.75,0.9192388155425097,23313700,4407679.409848225
1398154,1,54.7,,33205800,
51656,1,41.4,,10746200,
32595,2,42.45,0.07071067811865575,9651870,104001.2653769174
1531966,1,50.6,,28476200,
65658,1,42.9,,83432500,
43142,1,50.4,,55543800,
65661,1,58.7,,75318200,
28015,1,59.1,,103483000,
5757,2,58.7,0.848528137423854,84884350,50247927.10993161
32600,1,51.3,,79544100,
32599,1,57.9,,75821300,
202919,1,42.7,,84769400,
61605,1,59.1,,99417100,
211522,1,59.2,,83589000,
196912,1,58.7,,106836000,
65662,1,59.0,,115614000,
1230402,1,58.0,,32128100,
44416,1,50.0,,62832500,
935657,1,39.7,,273057000,
989334,1,38.8,,1621270000,
263523,1,38.631,,933588000,
156567,1,41.9629,,1124840000,
930991,1,48.0,,53011000,
54023,2,41.400000000000006,0.4242640687119295,1185700000,28991378.028648447
54021,1,41.5,,1211560000,
54020,1,41.5,,1210090000,
52344,2,18.904352,26.0153748902415,419777500,6484876.290261827
8168,2,43.003550000000004,2.9648280228370765,954785500,4864187.54778226
343527,1,37.6039,,972416000,
1051891,1,51.0,,62392900,
2138604,1,30.1611,,9152620,
1609947,1,56.5,,50779400,
765876,1,58.1,,18613100,
1580864,1,47.7,,31125200,
52283,3,33.24973333333333,0.04836376053754609,56707400,522818.9361528521
171643,1,43.2,,1816890000,
58060,1,37.4,,1758940000,
5012,1,48.3,,13098200,
1450759,1,49.5,,15726400,
1450760,1,47.4,,11997500,
1603295,1,54.0,,21719800,
55184,1,38.8048,,398582000,
13469,1,34.317,,10012100000,
1008807,1,38.9,,44023700,
42526,2,39.3,0.0,1767980000,772344452.8188184
33427,1,31.9,,259837000,
1706337,2,41.05,0.3535533905932738,2304110000,27548880.19502789
1470871,3,46.242533333333334,0.16938953135696766,10444666.666666666,5507186.450750813
1489628,1,46.5,,39901300,
45779,1,34.1,,374816000,
1016849,4,50.775,0.04999999999999716,29746675,176430.5033150447
1442368,1,52.3,,34688900,
91928,11,51.70909090909091,0.10444659357341703,32970208.90909091,610802.6609903488
253628,2,50.400000000000006,1.8384776310850246,32003350,315157.4923748442
1442370,1,51.3,,36722600,
215243,4,51.25,0.9291573243177567,37339425,3946062.6641206127
1442369,1,50.4,,32474400,
5601,7,53.34285714285714,0.07867957924694328,35973700,396037.822267857
1442371,1,52.6,,33447100,
1037527,1,44.4,,39616200,
1227659,1,47.0,,29675800,
2879419,1,39.742,,62261900,
1278906,5,34.779759999999996,0.21830181630027765,356584600,33053843.52537538
33443,2,33.68995,0.7213196274883966,174454483,246697559.1823368
283035,3,40.8517,0.04593179726507661,813807000,148859052.6404088
158456,5,44.42266,1.9741227742974863,443003800,11049078.002258832
1610689,1,54.0,,30180600,
998830,1,37.5,,450339000,
9097,1,40.5,,1013440000,
74131,1,41.0,,734689000,
543639,1,46.9025,,2474310000,
494514,3,40.89536666666667,1.2467976593390488,2464273333.3333335,194349371.06492868
145388,1,64.1131,,69711800,
307937,2,50.1,0.1414213562373115,67662500,13669929.715254573
125878,1,42.7,,2053870000,
174720,2,25.700000000000003,0.141421356237309,59340200,1566665.7843969148
136370,48,48.889583333333334,0.8428017064007741,30008618.708333332,3710344.404266588
1245769,2,44.3,0.0,11208050,163978.06255716036
131310,1,28.4,,42487000,
9994,1,38.3,,2506850000,
69766,4,50.2,1.2701705922171742,30978000,3902484.8331970917
411798,1,42.6,,287901000,
117903,1,36.2,,617345000,
243955,2,45.94,0.056568542494922595,641241000,21756261.443547696
27848,1,39.2,,834556000,
91626,1,42.4,,40737500,
696254,1,53.7,,30479800,
75736,5,47.82,0.46583258795408494,9534724,100211.63146062437
71465,1,38.2,,173362000,
102285,1,35.3,,162944000,
6290,1,41.0,,259125999,
53468,1,41.5,,117182000,
241478,1,40.4,,218333000,
42155,1,29.8,,64930700,
70667,2,42.5,1.697056274847718,582316000,60657033.90374442
9568,2,40.900000000000006,0.9899494936611656,2986850000,106264007.07671437
336983,1,41.6,,2970120000,
1620387,3,54.16096666666667,0.5724139789814131,32967800,776066.7754774714
311201,1,34.7,,1161000000,
208979,1,36.2558,,290469000,
7380,2,26.35,0.21213203435596475,541380000,12095768.598977081
64793,1,39.9,,324120000,
30068,1,45.3,,146157000,
30065,1,45.1,,151110000,
55040,1,42.1,,2658770000,
109171,1,29.0,,448248000,
3627,1,35.4447,,621991000,
20340,1,32.6,,477340000,
1047168,2,51.900000000000006,0.9899494936611656,34009200,2962635.991815397
1580211,1,48.2,,42866900,
1580212,1,51.7,,53748300,
1580213,1,52.6,,40886500,
1408163,1,50.6,,28248800,
134902,3,43.138466666666666,0.21442726816646543,1092688000,437369914.6626343
9974,3,40.06666666666667,2.157158624981791,2475686666.6666665,62111384.89305591
154344,1,55.7,,39543100,
60171,4,47.45,0.7593857166596353,30830600,1349707.9461868778
88771,1,48.2,,29181400,
352370,1,35.0,,192818000,
238240,1,35.1,,687706000,
225387,2,42.100049999999996,0.28277200179649703,640730000,7300170.408969916
224420,1,45.6,,33076000,
1495044,1,36.5951,,926488000,
120830,1,36.3,,801154000,
106335,2,34.1501,0.07085209947489274,1852060000,35539186.82243588
260499,3,48.1,1.6370705543744877,88088433.33333333,49122341.066599555
6655,1,37.4,,783734000,
62891,1,34.1,,777895000,
53617,2,40.5687,0.04426488450228022,1303920000,341928555.1105669
35884,4,38.27135,2.080975188863786,544614000,113726502.12095098
4083,3,31.264266666666668,5.59917767295639,910450666.6666666,8034866.541102803
8524,3,44.0693,0.07282465241935732,1375293333.3333333,133869124.64542873
34284,1,33.2104,,755203000,
315350,2,34.47065,0.04150716805565158,805892000,711349.4218736668
307658,4,36.242575,0.3837323579006587,276263249.75,32886693.627881885
1120120,1,38.1,,90131000,
28573,1,46.3,,34715800,
308745,1,45.8,,26435600,
1392256,1,44.2,,27718200,
64657,6,56.64131666666667,0.18164990962471367,26483400,2705507.6019113306
1276143,1,51.0,,42063000,
229769,2,29.55,0.3535533905932738,101768450,18843759.322518423
128015,2,35.9,9.899494936611665,161049000,85582547.94057022
66581,2,29.4,2.1213203435596424,106116950,93688890.79077092
5516,5,47.2543,0.9666164027161952,38313620,2098640.511616985
51996,1,3.7264,,691853000,
3759,1,37.9,,690106000,
97307,1,37.6,,488920000,
94400,1,34.2082,,745953000,
76178,1,39.1,,565344000,
217165,4,32.586574999999996,1.2575137862067358,439301500,72096489.74580292
29830,3,45.233333333333334,0.05773502691895929,9862903.333333334,90509.55990023006
37662,6,38.35,3.5058522501668543,13556683.333333334,877593.872851598
278948,2,40.8,0.4242640687119295,45243850,1416547.0147510106
1214573,3,52.43333333333334,1.2701705922171742,55579066.666666664,7150529.00723669
1489893,1,47.9,,51710600,
51582,2,49.7,0.0,29344450,42638.53890554881
79593,1,44.8,,36098500,
